FCLTY_NM,FCLTY_SDIV_CD,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_NM,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
"자미마을경로당 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5200000000","전북특별자치도","5280000000","부안군","문화체육시설사업소","063-580-4691","5200000000","전북특별자치도","5280000000","부안군","4580036026",,,,"전라북도 부안군 변산면 변산우회길 62-1","126.537349816","35.676678395",,,,,"N","00","Y"
"자봉","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4146000000","용인시",,,"4100000000","경기도","4146300000","용인시 기흥구",,,,,,"127.1116","37.243289",,,,,"N","00","N"
"자부마을 체력단련시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4822000000","통영시",,,"4800000000","경상남도","4822000000","통영시",,,,,"경남 통영시 욕지면 동항리 572-30","128.2699696115","34.635180771",,,,,"N","00","N"
"자산경로당","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시","스포츠산업과","054-420-7928","4700000000","경상북도","4715000000","김천시",,,,,,,,,,,,"N","00","Y"
"자산공원 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1213000000","여수시","체육지원과","061-659-3269","1200000000","전남광주통합특별시","1213000000","여수시",,,,,"전남광주통합특별시 여수시 전남광주통합특별시 여수시 종화동 47","127.750898088","34.739670644",,,,,"N","00","N"
"자산공원쉼터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시",,,"4700000000","경상북도","4715000000","김천시","4715010400","성내동",,,"경북 김천시 성내동 149-1","128.1253003638337","36.12038964957938",,,,,"N","00","N"
"자산동15통","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시",,,"4700000000","경상북도","4715000000","김천시","4715010300","모암동",,,,"128.124454287644","36.1228711947021",,,,,"N","00","N"
"자산동34통","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시",,,"4700000000","경상북도","4715000000","김천시","4715010400","성내동",,,,"128.122044592723","36.1217611211631",,,,,"N","00","N"
"자성대공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2617000000","동구","문화체육관광과","051-440-4375","2600000000","부산광역시","2617000000","동구","2617010400","범일동",,,"부산광역시 동구 자성로 99 (범일동)","129.0604485442","35.1357437114",,,,,"N","00","N"
"자성로지하도","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2617000000","동구",,,"2600000000","부산광역시","2617000000","동구","2617010400","범일동",,,"부산광역시 동구 범일로65번길 28 (범일동)","129.05785336353247","35.13601852352799",,,,,"N","00","N"
"자양 초등학교","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3011000000","동구","문화공보과","042-251-4234","3000000000","대전광역시","3011000000","동구",,,,,,"127.45480709","36.3117696265",,,,,"N","00","N"
"자양리 체육시설","P","공공","P23","기타체육시설(체력단련장)","P2301","기타체육시설(체력단련장)","01","지방자치단체","4700000000","경상북도","4784000000","성주군",,,"4700000000","경상북도","4784000000","성주군","4784038036","자양리",,,,"128.245621061223","35.9777884960914",,,,,"N","00","N"
"자양어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1121500000","광진구",,,"1100000000","서울특별시","1121500000","광진구","1121510500","자양동",,,"서울특별시 광진구 뚝섬로34길 25-19 (자양동)","127.0704498677","37.5332249064",,,,,"N","00","N"
"자양유수지 산책로","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1121500000","광진구",,,"1100000000","서울특별시","1121500000","광진구","1121510500","자양동",,,"서울특별시 광진구 뚝섬로52길 74 (자양동)","127.0775284419","37.5293858108",,,,,"N","00","N"
"자연색문화체험관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4717000000","안동시",,,"4700000000","경상북도","4717000000","안동시","4717013100","상아동",,,"경상북도 안동시 석주로 249-2 (상아동)","128.762229236741","36.5814654998638",,,,,"N","00","N"
"자연애소공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4420000000","아산시",,,"4400000000","충청남도","4420000000","아산시","4420040021","신언리",,,"충남 아산시 도고면 신언리 826","126.871240417665","36.7567127905508",,,,,"N","00","N"
"자연유원지 구자전거도로","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4182000000","가평군","문화체육과","031-580-2147","4100000000","경기도","4182000000","가평군",,,,,"경기도 가평군","127.509570182","37.8314413101",,,,,"N","00","N"
"자연휴양림다목적운동장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","5200000000","전북특별자치도","5271000000","완주군",,,"5200000000","전북특별자치도","5271000000","완주군",,,,,"전북 완주군 고산면 오산리 821-1","127.23647668759132","35.95773647808663","0","0","0",,"N","00","N"
"자운1리 실내 게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군",,,,,"강원특별자치도 홍천군 내면","128.4024","37.735166",,,,,"N","00","Y"
"자운1리실내게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군","내면사무소","033-430-4505","5100000000","강원특별자치도","5172000000","홍천군","5172039025","자운리",,,"강원특별자치도 홍천군 내면 운두령로 755-2","128.40140875717","37.7351946933631","396",,,"https://www.hongcheon.gangwon.kr/www/index.do","N","00","N"
"자운2리 다목적체육시설","P","공공","P23","기타체육시설(체력단련장)","P2301","기타체육시설(체력단련장)","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군","5172039025","자운리",,,,"128.357549347251","37.7271034934833","266",,,,"N","00","N"
"자운2리 실외게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군",,,,,"강원특별자치도 홍천군 내면","128.372805","37.751172",,,,,"N","00","Y"
"자운근린공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구","3020013400","자운동",,,"대전광역시 유성구 유성대로1205번길 6-20 (자운동)","127.350846675637","36.3960791937982",,,,,"N","00","N"
"자운대경로당 옆","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구",,,,,,"127.337774","36.416701",,,,,"N","00","Y"
"자운대희망쉼터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구",,,,,"대전 유성구 자운동 280","127.3468041337","36.3983093177",,,,,"N","00","N"
"자웅암테마공원 주차장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4717000000","안동시",,,"4700000000","경상북도","4717000000","안동시","4717031022","가구리",,,,"128.764117139035","36.6097722774692",,,,,"N","00","N"
"자원정화센터 탁구장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4129000000","과천시","문화체육과","02-3677-2146","4100000000","경기도","4129000000","과천시",,,,,"경기도 과천시 갈현동 205-1","126.992649171","37.4076520156",,,,,"N","00","N"
"자월1리노인회관 소규모체력단련기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천광역시 옹진군 자월면 자월서로186번길 26","126.3042803491","37.2547106495",,,,,"N","00","N"
"자월2리 노인회관 소규모체력단련기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037022","이작리",,,"인천광역시 옹진군 자월면 소이작로42번길 5-4","126.2394518233","37.1816747188",,,,,"N","99","Y"
"자월3리노인회관 소규모체력단련기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천광역시 옹진군 자월면 자월서로 351-5","126.2929737812","37.2579306106",,,,,"N","00","N"
"자월게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천 옹진군 자월면 자월리 469-1","126.317105514084","37.2528095450745","389",,,,"N","00","N"
"자월국민체육문화센터","P","공공","P09","체육관","P0903","생활체육관","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천광역시 옹진군 자월면 자월서로 181","126.305971254601","37.2537771091209","1313",,,,"N","00","N"
"자월면대이작테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군",,,,,,,,,,,,"N","00","Y"
"자월면승봉리테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군",,,,,,,,,,,,"N","00","Y"
"자월면테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군","관광문화과 문화체육팀","032-899-2262","2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천광역시 옹진군 자월면 자월서로 177 (용현남초등학교자월분교)","126.3066312666","37.2530341156","1290",,,,"N","00","N"
"자월종합운동장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","2800000000","인천광역시","2872000000","옹진군",,,"2800000000","인천광역시","2872000000","옹진군","2872037021","자월리",,,"인천 옹진군 자월면 자월리 469-1","126.317105514084","37.2528095450745","5097",,,,"N","00","N"
"자유공원 게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","2800000000","인천광역시","2812500000","제물포구",,,"2800000000","인천광역시","2811000000",,"2811011900",,,,"인천광역시  제물포구 자유공원남로 17 (송학동1가)","126.621407942697","37.4751404736284","398",,,,"N","00","N"
"자유공원 론볼경기장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4100000000","경기도","4117000000","안양시",,,"4100000000","경기도","4117300000","안양시 동안구","4117310400","호계동",,,"경기도 안양시 동안구 평촌대로 76 (호계동)","126.964031773927","37.3799805227776","965",,,,"N","00","N"
"자유공원 배드민턴장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","2800000000","인천광역시","2812500000","제물포구",,,"2800000000","인천광역시","2811000000",,"2811011900",,,,"인천광역시  제물포구 자유공원남로 17 (송학동1가)","126.621407942697","37.4751404736284","172",,,,"N","00","N"
"자유공원 배드민턴장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4100000000","경기도","4117000000","안양시",,,"4100000000","경기도","4117300000","안양시 동안구","4117310400","호계동",,,"경기도 안양시 동안구 평촌대로 76 (호계동)","126.964031773927","37.3799805227776","710",,,,"N","00","N"
"자유공원 배드민턴장(배수지)","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","2800000000","인천광역시","2812500000","제물포구",,,"2800000000","인천광역시","2811000000",,"2811011900",,,,"인천광역시  제물포구 자유공원남로 17 (송학동1가)","126.621407942697","37.4751404736284","162",,,,"N","00","N"
"자유공원 축구장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","4100000000","경기도","4117000000","안양시",,,"4100000000","경기도","4117300000","안양시 동안구","4117310400","호계동",,,"경기도 안양시 동안구 평촌대로 70 (호계동)","126.9641679316","37.3783419609",,"500","300",,"N","00","N"
"자유공원 테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","4100000000","경기도","4117000000","안양시",,,"4100000000","경기도","4117300000","안양시 동안구","4117310400","호계동",,,"경기도 안양시 동안구 평촌대로 70 (호계동)","126.9641679316","37.3783419609","111",,,"www.anyang.go.kr/anyang/m15/m15_09/m15_09_03.jsp","N","00","N"
"자율방범대운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5113000000","원주시",,,"5100000000","강원특별자치도","5113000000","원주시","4213011300",,,,,"127.9566925798","37.346752417",,,,,"N","00","N"
"자은1리공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군",,,,,,"128.022403","37.867231",,,,,"N","00","N"
"자은2리공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군",,,,,,"128.021258","37.868268",,,,,"N","00","N"
"자은가리 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4413000000","천안시",,,"4400000000","충청남도","4413300000","천안시 서북구",,,,,,"127.123237","36.878361",,,,,"N","00","Y"
"자은그라운드골프장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","1200000000","전남광주통합특별시","1287000000","신안군","문화관광과","061-240-8368","1200000000","전남광주통합특별시","1287000000","신안군","1287033022","송산리",,,"전남광주통합특별시 신안군 자은면 중부로 3273","126.05081594674824","34.90897666100647","2532",,,,"N","00","N"
"자은근린공원(농구장)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4146000000","용인시",,,"4100000000","경기도","4146000000","용인시","4146311100","영덕동",,,,"127.085953113909","37.2728157905996",,,,,"N","00","N"
"자은근린공원(배드민턴장)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4146000000","용인시",,,"4100000000","경기도","4146000000","용인시","4146311100","영덕동",,,,"127.085953113909","37.2728157905996",,,,,"N","00","N"
"자은두모운동장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","1200000000","전남광주통합특별시","1287000000","신안군","문화관광과","061-240-8368","1200000000","전남광주통합특별시","1287000000","신안군",,,,,"자은면 송산리 산65","126.052010822","34.9098296551","9398",,,,"N","00","N"
"자은둔장운동장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","1200000000","전남광주통합특별시","1287000000","신안군","문화관광과","061-240-8368","1200000000","전남광주통합특별시","1287000000","신안군",,,,,"자은면 한운리 산232-8","126.05731554","34.9128814436","9818",,,,"N","00","Y"
"자은리 실외게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군","5172032024","자은리",,,,"128.02320420014","37.8688658011066","390",,,,"N","00","N"
"자은실내게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군","두촌면사무소","033-430-4432","5100000000","강원특별자치도","5172000000","홍천군","4272032024",,,,,"128.0273383439","37.8705862187","396",,,"https://www.hongcheon.gangwon.kr/duchon/index.do","N","00","N"
"자은전천후게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","1200000000","전남광주통합특별시","1287000000","신안군","문화관광과","061-240-8368","1200000000","전남광주통합특별시","1287000000","신안군","1287033029","구영리",,,"전남광주통합특별시 신안군 자은면 구영1길 14-18","126.04801092584652","34.88395562463046","654",,,,"N","00","N"
"자이1단지 천보산 약수터 야외운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4163000000","양주시",,,"4100000000","경기도","4163000000","양주시","4163010800","삼숭동",,,"경기 양주시 삼숭동 산 123","127.107530551482","37.7919064055203",,,,,"N","00","N"
"자이5단지 천보산림욕장 주능선 야외운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4163000000","양주시",,,"4100000000","경기도","4163000000","양주시","4163010800","삼숭동",,,"경기 양주시 삼숭동 산 113-6","127.110482027173","37.7991210888889",,,,,"N","00","N"
"자인게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시","4729033024","교촌리",,,"경상북도 경산시 자인면 자인공단4로 36","128.827522536729","35.8264298521981",,,,,"N","00","N"
"자인면 남신리 429","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시",,,,,,"128.7971134844","35.8334730799",,,,,"N","00","Y"
"자인면 동부리 160-1","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시","4729033021","동부리",,,"경상북도 경산시 자인면 자인로 188-12","128.8243883065","35.8170149587",,,,,"N","00","Y"
"자인면 북사리 65-4","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시",,,,,,"128.8208124146","35.8228219209",,,,,"N","00","Y"
"자인면 옥천리 281-1","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시",,,,,,"128.8402798026","35.8054979003",,,,,"N","00","Y"
"자인면 옥천리 689-2","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시",,,,,,"128.8367787125","35.7983425297",,,,,"N","00","Y"
"자인테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","4700000000","경상북도","4729000000","경산시",,,"4700000000","경상북도","4729000000","경산시","4729033024","교촌리",,,"경상북도 경산시 자인면 자인공단4로 36","128.827522536729","35.8264298521981",,,,,"N","00","N"
"자일풋살장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4100000000","경기도","4115000000","의정부시",,,"4100000000","경기도","4115000000","의정부시",,,,,,"127.08790612788387","37.76102684025804","4747",,,,"N","00","N"
"자작1통 게이트볼장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4100000000","경기도","4165000000","포천시",,,"4100000000","경기도","4165000000","포천시","4165010300","자작동",,,,"127.166414773586","37.8769680085958","500",,,,"N","00","N"
"자작나무어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군",,,,,,"127.881872","37.683991",,,,,"N","00","Y"
"자작동 게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4165000000","포천시",,,"4100000000","경기도","4165000000","포천시",,,,,"경기도 포천시 선단동","127.166789","37.876838",,,,,"N","99","N"
"자전거","P","공공","P23","기타체육시설(체력단련장)","P2301","기타체육시설(체력단련장)","01","지방자치단체","1200000000","전남광주통합특별시","1215000000","순천시",,,"1200000000","전남광주통합특별시","1215000000","순천시","1215011900","장천동",,,"전남광주통합특별시 순천시 장천안길 9 (장천동)","127.487220959855","34.9490268867237","100",,,,"N","00","N"
"자전거경륜장","P","공공","P05","사이클경기장","P0501","사이클경기장","01","지방자치단체","5200000000","전북특별자치도","5211000000","전주시","수영장운영팀","063-239-2602","5200000000","전북특별자치도","5211100000","전주시 완산구","5211114200","효자동3가",,,"전북특별자치도 전주시 완산구 백마산길 22-14 (효자동3가)","127.089157152539","35.8181863940023","858","3000","2500","http://www.jjss.or.kr/content01/01_14.asp","N","00","N"
"자전거교육장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","5100000000","강원특별자치도","5123000000","삼척시",,,"5100000000","강원특별자치도","5123000000","삼척시","5123011800","원당동",,,"강원특별자치도 삼척시 원당로2길 72-45 (원당동)","129.15172075476","37.4373531182936","113",,,,"N","00","N"
"자전거대여소 옆","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2626000000","동래구",,,"2600000000","부산광역시","2626000000","동래구","2626010800","온천동",,,"부산광역시 동래구 중앙대로 1414 (온천동)","129.078786941497","35.2006667037679",,,,,"N","00","N"
"자전거도로 체력단련시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5200000000","전북특별자치도","5218000000","정읍시",,,"5200000000","전북특별자치도","5218000000","정읍시",,,,,,"126.872496","35.5516",,,,,"N","00","N"
"자천1리 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723034021","자천리",,,"경상북도 영천시 화북면 천문로 2177-10","128.923344344102","36.1100462360368",,,,,"N","00","N"
"자천2리 동네체육시설(가동보)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723034021","자천리",,,"경북 영천시 화북면 자천리 2459-14","128.918218168601","36.1078175847733",,,,,"N","00","N"
"자천2리 동네체육시설(동송보)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723034021","자천리",,,,"128.922180176289","36.1086349418609",,,,,"N","00","N"
"자천리 2459 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723034021","자천리",,,"경상북도 영천시 화북면 천문로 2179","128.915355355233","36.1054790992371",,,,,"N","00","N"
"자초마을회관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1284000000","장성군",,,"1200000000","전남광주통합특별시","1284000000","장성군","1284035029","수산리",,,"전남광주통합특별시 장성군 삼계면 자초로 258","126.659256986586","35.3053797569744",,,,,"N","00","N"
"자치회관별관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1141000000","서대문구",,,"1100000000","서울특별시","1141000000","서대문구",,,,,,"126.945413","37.60092",,,,,"N","00","Y"
"자포1리게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5173000000","횡성군",,,"5100000000","강원특별자치도","5173000000","횡성군",,,,,,"128.216683","37.515203",,,,,"N","00","Y"
"자포2리게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5173000000","횡성군",,,"5100000000","강원특별자치도","5173000000","횡성군","5173033027","자포곡리",,,"강원특별자치도 횡성군 둔내면 청태산로147번길 26","128.237939920262","37.5165665794471",,,,,"N","00","N"
"자포리 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723039036","자포리",,,"경상북도 영천시 북안면 송학길 10-2","129.021773776051","35.9291493665193",,,,,"N","00","N"
"자풍마을회관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1284000000","장성군","체육시설관리팀","061-390-7255","1200000000","전남광주통합특별시","1284000000","장성군","1284032023","덕성리",,,"전남광주통합특별시 장성군 남면 자풍길 23","126.7705331923","35.2519979653",,,,,"N","00","N"
"자혜공원 배드민턴장(망덕)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4113000000","성남시","공원과","031-729-4274","4100000000","경기도","4113000000","성남시","4113310300","금광동",,,"경기도 성남시 중원구 광명로 377 (금광동)","127.16814363041763","37.45044987563751",,,,,"N","00","N"
"자혜공원 배드민턴장(신화)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4113000000","성남시","공원과","031-729-4274","4100000000","경기도","4113300000","성남시 중원구","4113310300","금광동",,,"경기도 성남시 중원구 광명로 377 (금광동)","127.1676970414","37.4488503114",,,,,"N","00","N"
"자혜마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4886000000","산청군",,,"4800000000","경상남도","4886000000","산청군","4886034030","자혜리",,,,"127.782230316699","35.4442662406747",,,,,"N","00","Y"
"자혜어린이놀이터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4113000000","성남시",,,"4100000000","경기도","4113300000","성남시 중원구",,,,,,"127.167659","37.451063",,,,,"N","00","Y"
"작내리 경로당","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4715000000","김천시",,,"4700000000","경상북도","4715000000","김천시","4715041032","작내리",,,"경상북도 김천시 구성면 작내2길 2","128.021136344259","36.0155737804034",,,,,"N","00","N"
"작동마을모정","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1284000000","장성군","체육시설관리팀","061-390-7255","1200000000","전남광주통합특별시","1284000000","장성군","1284031026","산동리",,,"전남광주통합특별시 장성군 진원면 불태1로 237","126.8457524348","35.2547707746",,,,,"N","00","N"
"작동어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4119000000","부천시","체육진흥과 
시설관리팀","032-625-2502","4100000000","경기도","4119000000","부천시",,,,,"경기 부천시 작동 10-3","126.8152725592","37.5193377539",,,,,"N","00","N"
"작동저수지운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5113000000","원주시",,,"5100000000","강원특별자치도","5113000000","원주시","4213011200",,,,,"127.9545398356","37.3949044382",,,,,"N","00","N"
"작산 소공원 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723011500","작산동",,,"경상북도 영천시 범어1길 30 (작산동)","128.954607427814","35.9425542058924",,,,,"N","00","N"
"작산11통경로당 야외운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4723000000","영천시",,,"4700000000","경상북도","4723000000","영천시","4723011500","작산동",,,"경상북도 영천시 한방로 223-4 (작산동)","128.951523434901","35.9417583809718",,,,,"N","00","N"
"작은개마을 체력단련시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4822000000","통영시",,,"4800000000","경상남도","4822000000","통영시",,,,,,"128.4108518327","34.859756517",,,,,"N","00","N"
